time,vehicle,lane,pos,speed,leader,lagger,left_leader,left_lagger,right_leader,right_lagger,following_light
197,10,0,98,6,9,null,null,null,8,11,null
197,11,1,47,26,8,null,10,null,null,null,null
198,4,0,143,0,null,6,null,null,null,5,1
198,5,1,143,0,null,7,4,6,null,null,1
198,6,0,128,0,4,9,null,null,5,7,null
198,7,1,128,0,5,8,6,9,null,null,null
198,8,1,113,0,7,11,6,9,null,null,null
198,9,0,113,0,6,10,null,null,8,11,null
198,10,0,98,0,9,null,null,null,8,11,null
198,11,1,79,32,8,null,10,null,null,null,null
199,4,0,143,0,null,6,null,null,null,5,1
199,5,1,143,0,null,7,4,6,null,null,1
199,6,0,128,0,4,9,null,null,5,7,null
199,7,1,128,0,5,8,6,9,null,null,null
199,8,1,113,0,7,11,6,9,null,null,null
199,9,0,113,0,6,10,null,null,8,11,null
199,10,0,98,0,9,null,null,null,8,11,null
199,11,1,98,19,8,null,10,null,null,null,null
200,4,0,143,0,null,6,null,null,null,5,1
200,5,1,143,0,null,7,4,6,null,null,1
200,6,0,128,0,4,9,null,null,5,7,null
200,7,1,128,0,5,8,6,9,null,null,null
200,8,1,113,0,7,11,6,9,null,null,null
200,9,0,113,0,6,10,null,null,8,11,null
200,10,0,98,0,9,null,null,null,8,11,null
200,11,1,98,0,8,null,10,null,null,null,null
201,4,0,143,0,null,6,null,null,null,5,1
201,5,1,143,0,null,7,4,6,null,null,1
201,6,0,128,0,4,9,null,null,5,7,null
201,7,1,128,0,5,8,6,9,null,null,null
201,8,1,113,0,7,11,6,9,null,null,null
201,9,0,113,0,6,10,null,null,8,11,null
201,10,0,98,0,9,null,null,null,8,11,null
201,11,1,98,0,8,null,10,null,null,null,null
202,4,0,143,0,null,6,null,null,null,5,1
202,5,1,143,0,null,7,4,6,null,null,1
202,6,0,128,0,4,9,null,null,5,7,null
202,7,1,128,0,5,8,6,9,null,null,null
202,8,1,113,0,7,11,6,9,null,null,null
202,9,0,113,0,6,10,null,null,8,11,null
202,10,0,98,0,9,12,null,null,8,11,null
202,11,1,98,0,8,13,10,12,null,null,null
202,12,0,30,29,10,null,null,null,11,13,null
202,13,1,30,29,11,null,12,null,null,null,null
203,4,0,143,0,null,6,null,null,null,5,1
203,5,1,143,0,null,7,4,6,null,null,1
203,6,0,128,0,4,9,null,null,5,7,null
203,7,1,128,0,5,8,6,9,null,null,null
203,8,1,113,0,7,11,6,9,null,null,null
203,9,0,113,0,6,10,null,null,8,11,null
203,10,0,98,0,9,12,null,null,8,11,null
203,11,1,98,0,8,13,10,12,null,null,null
203,12,0,65,35,10,null,null,null,11,13,null
203,13,1,65,35,11,null,12,null,null,null,null
204,4,0,143,0,null,6,null,null,null,5,1
204,5,1,143,0,null,7,4,6,null,null,1
204,6,0,128,0,4,9,null,null,5,7,null
204,7,1,128,0,5,8,6,9,null,null,null
204,8,1,113,0,7,11,6,9,null,null,null
204,9,0,113,0,6,10,null,null,8,11,null
204,10,0,98,0,9,12,null,null,8,11,null
204,11,1,98,0,8,13,10,12,null,null,null
204,12,0,83,18,10,null,null,null,11,13,null
204,13,1,83,18,11,null,12,null,null,null,null
205,4,0,143,0,null,6,null,null,null,5,1
205,5,1,143,0,null,7,4,6,null,null,1
205,6,0,128,0,4,9,null,null,5,7,null
205,7,1,128,0,5,8,6,9,null,null,null
205,8,1,113,0,7,11,6,9,null,null,null
205,9,0,113,0,6,10,null,null,8,11,null
205,10,0,98,0,9,12,null,null,8,11,null
205,11,1,98,0,8,13,10,12,null,null,null
205,12,0,83,0,10,null,null,null,11,13,null
205,13,1,83,0,11,null,12,null,null,null,null
206,4,0,143,0,null,6,null,null,null,5,1
206,5,1,143,0,null,7,4,6,null,null,1
206,6,0,128,0,4,9,null,null,5,7,null
206,7,1,128,0,5,8,6,9,null,null,null
206,8,1,113,0,7,11,6,9,null,null,null
206,9,0,113,0,6,10,null,null,8,11,null
206,10,0,98,0,9,12,null,null,8,11,null
206,11,1,98,0,8,13,10,12,null,null,null
206,12,0,83,0,10,null,null,null,11,13,null
206,13,1,83,0,11,null,12,null,null,null,null
207,4,0,143,0,null,6,null,null,null,5,1
207,5,1,143,0,null,7,4,6,null,null,1
207,6,0,128,0,4,9,null,null,5,7,null
207,7,1,128,0,5,8,6,9,null,null,null
207,8,1,113,0,7,11,6,9,null,null,null
207,9,0,113,0,6,10,null,null,8,11,null
207,10,0,98,0,9,12,null,null,8,11,null
207,11,1,98,0,8,13,10,12,null,null,null
207,12,0,83,0,10,null,null,null,11,13,null
207,13,1,83,0,11,null,12,null,null,null,null
208,4,0,143,0,null,6,null,null,null,5,1
208,5,1,143,0,null,7,4,6,null,null,1
208,6,0,128,0,4,9,null,null,5,7,null
208,7,1,128,0,5,8,6,9,null,null,null
208,8,1,113,0,7,11,6,9,null,null,null
208,9,0,113,0,6,10,null,null,8,11,null
208,10,0,98,0,9,12,null,null,8,11,null
208,11,1,98,0,8,13,10,12,null,null,null
208,12,0,83,0,10,null,null,null,11,13,null
208,13,1,83,0,11,null,12,null,null,null,null
209,4,0,143,0,null,6,null,null,null,5,1
209,5,1,143,0,null,7,4,6,null,null,1
209,6,0,128,0,4,9,null,null,5,7,null
209,7,1,128,0,5,8,6,9,null,null,null
209,8,1,113,0,7,11,6,9,null,null,null
209,9,0,113,0,6,10,null,null,8,11,null
209,10,0,98,0,9,12,null,null,8,11,null
209,11,1,98,0,8,13,10,12,null,null,null
209,12,0,83,0,10,null,null,null,11,13,null
209,13,1,83,0,11,null,12,null,null,null,null
210,4,0,143,0,null,6,null,null,null,5,1
210,5,1,143,0,null,7,4,6,null,null,1
210,6,0,128,0,4,9,null,null,5,7,null
210,7,1,128,0,5,8,6,9,null,null,null
210,8,1,113,0,7,11,6,9,null,null,null
210,9,0,113,0,6,10,null,null,8,11,null
210,10,0,98,0,9,12,null,null,8,11,null
210,11,1,98,0,8,13,10,12,null,null,null
210,12,0,83,0,10,null,null,null,11,13,null
210,13,1,83,0,11,14,12,null,null,null,null
210,14,1,30,29,13,null,12,null,null,null,null
211,4,0,143,0,null,6,null,null,null,5,1
211,5,1,143,0,null,7,4,6,null,null,1
211,6,0,128,0,4,9,null,null,5,7,null
211,7,1,128,0,5,8,6,9,null,null,null
211,8,1,113,0,7,11,6,9,null,null,null
211,9,0,113,0,6,10,null,null,8,11,null
211,10,0,98,0,9,12,null,null,8,11,null
211,11,1,98,0,8,13,10,12,null,null,null
211,12,0,83,0,10,null,null,null,11,13,null
211,13,1,83,0,11,14,12,null,null,null,null
211,14,1,65,35,13,null,12,null,null,null,null
212,4,0,143,0,null,6,null,null,null,5,1
212,5,1,143,0,null,7,4,6,null,null,1
212,6,0,128,0,4,9,null,null,5,7,null
212,7,1,128,0,5,8,6,9,null,null,null
212,8,1,113,0,7,11,6,9,null,null,null
212,9,0,113,0,6,10,null,null,8,11,null
212,10,0,98,0,9,12,null,null,8,11,null
212,11,1,98,0,8,13,10,12,null,null,null
212,12,0,83,0,10,null,null,null,11,13,null
212,13,1,83,0,11,14,12,null,null,null,null
212,14,1,68,3,13,null,12,null,null,null,null
213,4,0,143,0,null,6,null,null,null,5,1
213,5,1,143,0,null,7,4,6,null,null,1
213,6,0,128,0,4,9,null,null,5,7,null
213,7,1,128,0,5,8,6,9,null,null,null
213,8,1,113,0,7,11,6,9,null,null,null
213,9,0,113,0,6,10,null,null,8,11,null
213,10,0,98,0,9,12,null,null,8,11,null
213,11,1,98,0,8,13,10,12,null,null,null
213,12,0,83,0,10,null,null,null,11,13,null
213,13,1,83,0,11,14,12,null,null,null,null
213,14,1,68,0,13,null,12,null,null,null,null
214,4,0,143,0,null,6,null,null,null,5,1
214,5,1,143,0,null,7,4,6,null,null,1
214,6,0,128,0,4,9,null,null,5,7,null
214,7,1,128,0,5,8,6,9,null,null,null
214,8,1,113,0,7,11,6,9,null,null,null
214,9,0,113,0,6,10,null,null,8,11,null
214,10,0,98,0,9,12,null,null,8,11,null
214,11,1,98,0,8,13,10,12,null,null,null
214,12,0,83,0,10,null,null,null,11,13,null
214,13,1,83,0,11,14,12,null,null,null,null
214,14,1,68,0,13,null,12,null,null,null,null
215,4,0,149,6,null,6,null,null,null,5,2
215,5,1,149,6,null,7,4,6,null,null,2
215,6,0,128,0,4,9,null,null,5,7,1
215,7,1,128,0,5,8,6,9,null,null,1
215,8,1,113,0,7,11,6,9,null,null,null
215,9,0,113,0,6,10,null,null,8,11,null
215,10,0,98,0,9,12,null,null,8,11,null
215,11,1,98,0,8,13,10,12,null,null,null
215,12,0,83,0,10,null,null,null,11,13,null
215,13,1,83,0,11,14,12,null,null,null,null
215,14,1,68,0,13,null,12,null,null,null,null
216,4,0,161,12,null,6,null,null,null,5,2
216,5,1,161,12,null,7,4,6,null,null,2
216,6,0,134,6,4,9,null,null,5,7,1
216,7,1,134,6,5,8,6,9,null,null,1
216,8,1,113,0,7,11,6,9,null,null,null
216,9,0,113,0,6,10,null,null,8,11,null
216,10,0,98,0,9,12,null,null,8,11,null
216,11,1,98,0,8,13,10,12,null,null,null
216,12,0,83,0,10,15,null,null,11,13,null
216,13,1,83,0,11,14,12,15,null,null,null
216,14,1,68,0,13,null,12,15,null,null,null
216,15,0,30,29,12,null,null,null,14,null,null
217,4,0,179,18,null,6,null,null,null,5,2
217,5,1,179,18,null,7,4,6,null,null,2
217,6,0,137,3,4,9,null,null,5,7,1
217,7,1,137,3,5,8,6,9,null,null,1
217,8,1,119,6,7,11,6,9,null,null,null
217,9,0,119,6,6,10,null,null,8,11,null
217,10,0,98,0,9,12,null,null,8,11,null
217,11,1,98,0,8,13,10,12,null,null,null
217,12,0,83,0,10,15,null,null,11,13,null
217,13,1,83,0,11,14,12,15,null,null,null
217,14,1,68,0,13,null,12,15,null,null,null
217,15,0,65,35,12,null,null,null,14,null,null
218,4,0,203,24,null,6,null,null,null,5,2
218,5,1,194,15,null,7,4,6,null,null,2
218,6,0,146,9,4,9,null,null,5,7,null
218,7,1,146,9,5,8,6,9,null,null,null
218,8,1,122,3,7,11,6,9,null,null,1
218,9,0,122,3,6,10,null,null,8,11,1
218,10,0,104,6,9,12,null,null,8,11,null
218,11,1,104,6,8,13,10,12,null,null,null
218,12,0,83,0,10,15,null,null,11,13,null
218,13,1,83,0,11,14,12,15,null,null,null
218,14,1,68,0,13,null,12,15,null,null,null
218,15,0,68,3,12,null,null,null,14,null,null
219,4,0,224,21,null,6,null,null,null,5,2
219,5,1,215,21,null,7,4,6,null,null,2
219,6,0,161,15,4,9,null,null,5,7,null
219,7,1,152,6,5,8,6,9,null,null,null
219,8,1,131,9,7,11,6,9,null,null,1
219,9,0,131,9,6,10,null,null,8,11,1
219,10,0,107,3,9,12,null,null,8,11,null
219,11,1,107,3,8,13,10,12,null,null,null
219,12,0,89,6,10,15,null,null,11,13,null
219,13,1,89,6,11,14,12,15,null,null,null
219,14,1,68,0,13,null,12,15,null,null,null
219,15,0,68,0,12,16,null,null,14,null,null
219,16,0,30,29,15,null,null,null,14,null,null
220,4,0,242,18,null,6,null,null,null,5,2
220,5,1,242,27,null,7,4,6,null,null,2
220,6,0,182,21,4,9,null,null,5,7,null
220,7,1,164,12,5,8,6,9,null,null,null
220,9,0,146,15,6,10,null,null,7,8,null
220,8,1,137,6,7,11,9,10,null,null,1
220,10,0,116,9,9,12,null,null,8,11,1
220,11,1,107,0,8,13,10,12,null,null,null
220,12,0,92,3,10,15,null,null,11,13,null
220,13,1,92,3,11,14,12,15,null,null,null
220,14,1,74,6,13,null,12,15,null,null,null
220,15,0,74,6,12,16,null,null,14,null,null
220,16,0,53,23,15,null,null,null,14,null,null
221,5,1,275,33,null,7,null,4,null,null,2
221,4,0,266,24,null,6,null,null,5,7,2
221,6,0,209,27,4,9,null,null,5,7,null
221,7,1,182,18,5,8,6,9,null,null,null
221,9,0,167,21,6,10,null,null,7,8,null
221,8,1,149,12,7,11,9,10,null,null,null
221,10,0,122,6,9,12,null,null,8,11,1
221,11,1,113,6,8,13,10,12,null,null,1
221,12,0,101,9,10,15,null,null,11,13,null
221,13,1,92,0,11,14,12,15,null,null,null
221,14,1,77,3,13,null,12,15,null,null,null
221,15,0,77,3,12,16,null,null,14,null,null
221,16,0,59,6,15,null,null,null,14,null,null
222,5,1,314,39,null,7,null,4,null,null,2
222,4,0,296,30,null,6,null,null,5,7,2
222,6,0,233,24,4,9,null,null,5,7,null
222,7,1,206,24,5,8,6,9,null,null,null
222,9,0,194,27,6,10,null,null,7,8,null
222,8,1,167,18,7,11,9,10,null,null,null
222,10,0,134,12,9,12,null,null,8,11,1
222,11,1,125,12,8,13,10,12,null,null,1
222,12,0,107,6,10,15,null,null,11,13,null
222,13,1,98,6,11,14,12,15,null,null,null
222,15,0,86,9,12,16,null,null,13,14,null
222,14,1,77,0,13,null,15,16,null,null,null
222,16,0,62,3,15,null,null,null,14,null,null
223,5,1,354,40,null,7,null,4,null,null,2
223,4,0,323,27,null,6,null,null,5,7,2
223,6,0,263,30,4,9,null,null,5,7,null
223,7,1,236,30,5,8,6,9,null,null,null
223,9,0,218,24,6,10,null,null,7,8,null
223,8,1,191,24,7,11,9,10,null,null,null
223,10,0,152,18,9,12,null,null,8,11,null
223,11,1,143,18,8,13,10,12,null,null,1
223,12,0,119,12,10,15,null,null,11,13,1
223,13,1,110,12,11,14,12,15,null,null,null
223,15,0,92,6,12,16,null,null,13,14,null
223,14,1,83,6,13,null,15,16,null,null,null
223,16,0,71,9,15,null,null,null,14,null,null
224,5,1,394,40,null,7,null,4,null,null,2
224,4,0,356,33,null,6,null,null,5,7,2
224,6,0,299,36,4,9,null,null,5,7,null
224,7,1,263,27,5,8,6,9,null,null,null
224,9,0,248,30,6,10,null,null,7,8,null
224,8,1,221,30,7,11,9,10,null,null,null
224,10,0,176,24,9,12,null,null,8,11,null
224,11,1,167,24,8,13,10,12,null,null,null
224,12,0,137,18,10,15,null,null,11,13,1
224,13,1,128,18,11,14,12,15,null,null,1
224,15,0,104,12,12,16,null,null,13,14,null
224,14,1,86,3,13,null,15,16,null,null,null
224,16,0,77,6,15,null,null,null,14,null,null
225,5,1,434,40,null,7,null,4,null,null,2
225,4,0,386,30,null,6,null,null,5,7,2
225,6,0,339,40,4,9,null,null,5,7,null
225,7,1,296,33,5,8,6,9,null,null,null
225,9,0,284,36,6,10,null,null,7,8,null
225,8,1,248,27,7,11,9,10,null,null,null
225,10,0,206,30,9,12,null,null,8,11,null
225,11,1,197,30,8,13,10,12,null,null,null
225,12,0,161,24,10,15,null,null,11,13,null
225,13,1,152,24,11,14,12,15,null,null,null
225,15,0,113,9,12,16,null,null,13,14,1
225,14,1,95,9,13,null,15,16,null,null,1
225,16,0,89,12,15,null,null,null,14,null,null
226,5,1,474,40,null,7,null,4,null,null,2
226,4,0,422,36,null,6,null,null,5,7,2
226,6,0,371,32,4,9,null,null,5,7,null
226,7,1,335,39,5,8,6,9,null,null,null
226,9,0,324,40,6,10,null,null,7,8,null
226,8,1,272,24,7,11,9,10,null,null,null
226,10,0,233,27,9,12,null,null,8,11,null
226,11,1,233,36,8,13,10,12,null,null,null
226,12,0,182,21,10,15,null,null,11,13,null
226,13,1,182,30,11,14,12,15,null,null,null
226,15,0,128,15,12,16,null,null,13,14,1
226,14,1,110,15,13,null,15,16,null,null,1
226,16,0,98,9,15,null,null,null,14,null,null
227,5,1,514,40,null,7,null,4,null,null,2
227,4,0,462,40,null,6,null,null,5,7,2
227,6,0,407,36,4,9,null,null,5,7,null
227,7,1,375,40,5,8,6,9,null,null,null
227,9,0,356,32,6,10,null,null,7,8,null
227,8,1,302,30,7,11,9,10,null,null,null
227,10,0,266,33,9,12,null,null,8,11,null
227,11,1,257,24,8,13,10,12,null,null,null
227,13,1,218,36,11,14,10,12,null,null,null
227,12,0,200,18,10,15,null,null,13,14,null
227,15,0,140,12,12,16,null,null,13,14,1
227,14,1,131,21,13,null,15,16,null,null,1
227,16,0,113,15,15,null,null,null,14,null,null
228,5,1,554,40,null,7,null,4,null,null,2
228,4,0,502,40,null,6,null,null,5,7,2
228,6,0,447,40,4,9,null,null,5,7,null
228,7,1,412,37,5,8,6,9,null,null,null
228,9,0,392,36,6,10,null,null,7,8,null
228,8,1,338,36,7,11,9,10,null,null,null
228,10,0,296,30,9,12,null,null,8,11,null
228,11,1,287,30,8,13,10,12,null,null,null
228,13,1,242,24,11,14,10,12,null,null,null
228,12,0,224,24,10,15,null,null,13,14,null
228,14,1,158,27,13,null,12,15,null,null,null
228,15,0,149,9,12,16,null,null,14,null,null
228,16,0,125,12,15,null,null,null,14,null,1
229,5,1,594,40,null,7,null,4,null,null,2
229,4,0,542,40,null,6,null,null,5,7,2
229,6,0,487,40,4,9,null,null,5,7,null
229,7,1,446,34,5,8,6,9,null,null,null
229,9,0,432,40,6,10,null,null,7,8,null
229,8,1,378,40,7,11,9,10,null,null,null
229,10,0,323,27,9,12,null,null,8,11,null
229,11,1,314,27,8,13,10,12,null,null,null
229,13,1,272,30,11,14,10,12,null,null,null
229,12,0,254,30,10,15,null,null,13,14,null
229,14,1,191,33,13,null,12,15,null,null,null
229,15,0,164,15,12,16,null,null,14,null,null
229,16,0,134,9,15,null,null,null,14,null,1
230,5,1,634,40,null,7,null,4,null,null,2
230,4,0,582,40,null,6,null,null,5,7,2
230,6,0,527,40,4,9,null,null,5,7,null
230,7,1,486,40,5,8,6,9,null,null,null
230,9,0,472,40,6,10,null,null,7,8,null
230,8,1,418,40,7,11,9,10,null,null,null
230,10,0,356,33,9,12,null,null,8,11,null
230,11,1,347,33,8,13,10,12,null,null,null
230,13,1,299,27,11,14,10,12,null,null,null
230,12,0,290,36,10,15,null,null,13,14,null
230,14,1,230,39,13,null,12,15,null,null,null
230,15,0,185,21,12,16,null,null,14,null,null
230,16,0,140,6,15,null,null,null,14,null,1
231,5,1,674,40,null,7,null,4,null,null,3
231,4,0,622,40,null,6,null,null,5,7,2
231,6,0,567,40,4,9,null,null,5,7,null
231,7,1,523,37,5,8,6,9,null,null,2
231,9,0,512,40,6,10,null,null,7,8,null
231,8,1,458,40,7,11,9,10,null,null,null
231,10,0,395,39,9,12,null,null,8,11,null
231,11,1,386,39,8,13,10,12,null,null,null
231,12,0,330,40,10,15,null,null,11,13,null
231,13,1,323,24,11,14,12,15,null,null,null
231,14,1,266,36,13,null,12,15,null,null,null
231,15,0,203,18,12,16,null,null,14,null,null
231,16,0,143,3,15,null,null,null,14,null,1
232,5,1,714,40,null,7,null,4,null,null,3
232,4,0,662,40,null,6,null,null,5,7,3
232,6,0,607,40,4,9,null,null,5,7,2
232,7,1,563,40,5,8,6,9,null,null,2
232,9,0,552,40,6,10,null,null,7,8,null
232,8,1,498,40,7,11,9,10,null,null,null
232,10,0,435,40,9,12,null,null,8,11,null
232,11,1,426,40,8,13,10,12,null,null,null
232,12,0,370,40,10,15,null,null,11,13,null
232,13,1,353,30,11,14,12,15,null,null,null
232,14,1,306,40,13,null,12,15,null,null,null
232,15,0,227,24,12,16,null,null,14,null,null
232,16,0,152,9,15,null,null,null,14,null,null
233,5,1,751,37,null,7,null,4,null,null,3
233,4,0,702,40,null,6,null,null,5,7,3
233,6,0,647,40,4,9,null,null,5,7,2
233,7,1,603,40,5,8,6,9,null,null,2
233,9,0,589,37,6,10,null,null,7,8,null
233,8,1,538,40,7,11,9,10,null,null,null
233,10,0,472,37,9,12,null,null,8,11,null
233,11,1,466,40,8,13,10,12,null,null,null
233,12,0,410,40,10,15,null,null,11,13,null
233,13,1,389,36,11,14,12,15,null,null,null
233,14,1,338,32,13,null,12,15,null,null,null
233,15,0,257,30,12,16,null,null,14,null,null
233,16,0,167,15,15,null,null,null,14,null,null
234,5,1,791,40,null,7,null,4,null,null,3
234,4,0,739,37,null,6,null,null,5,7,3
234,6,0,687,40,4,9,null,null,5,7,null
234,7,1,643,40,5,8,6,9,null,null,2
234,9,0,629,40,6,10,null,null,7,8,2
234,8,1,575,37,7,11,9,10,null,null,null
234,10,0,506,34,9,12,null,null,8,11,null
234,11,1,506,40,8,13,10,12,null,null,null
234,12,0,450,40,10,14,null,null,11,13,null
234,13,1,429,40,11,null,12,14,null,null,null
234,14,0,370,32,12,15,null,null,13,null,null
234,15,0,293,36,14,16,null,null,13,null,null
234,16,0,188,21,15,null,null,null,13,null,null
235,5,1,831,40,null,7,null,4,null,null,3
235,4,0,773,34,null,6,null,null,5,7,3
235,6,0,724,37,4,9,null,null,5,7,null
235,7,1,683,40,5,8,6,9,null,null,null
235,9,0,666,37,6,10,null,null,7,8,null
235,8,1,615,40,7,11,9,10,null,null,2
235,10,0,546,40,9,12,null,null,8,11,2
235,11,1,546,40,8,13,10,12,null,null,null
235,12,0,487,37,10,14,null,null,11,13,null
235,13,1,469,40,11,null,12,14,null,null,null
235,14,0,408,38,12,15,null,null,13,null,null
235,15,0,333,40,14,16,null,null,13,null,null
235,16,0,206,18,15,null,null,null,13,null,null
236,5,1,871,40,null,7,null,4,null,null,3
236,4,0,813,40,null,6,null,null,5,7,3
236,6,0,758,34,4,9,null,null,5,7,null
236,7,1,723,40,5,8,6,9,null,null,null
236,9,0,700,34,6,10,null,null,7,8,null
236,8,1,655,40,7,11,9,10,null,null,2
236,11,1,586,40,8,13,9,10,null,null,null
236,10,0,583,37,9,12,null,null,11,13,2
236,12,0,527,40,10,14,null,null,11,13,null
236,13,1,509,40,11,null,12,14,null,null,null
236,14,0,448,40,12,15,null,null,13,null,null
236,15,0,373,40,14,16,null,null,13,null,null
236,16,0,230,24,15,null,null,null,13,null,null
237,5,1,908,37,null,7,null,4,null,null,3
237,4,0,853,40,null,6,null,null,5,7,3
237,6,0,798,40,4,9,null,null,5,7,null
237,7,1,763,40,5,8,6,9,null,null,null
237,9,0,740,40,6,10,null,null,7,8,null
237,8,1,695,40,7,11,9,10,null,null,null
237,11,1,626,40,8,13,9,10,null,null,2
237,10,0,623,40,9,12,null,null,11,13,2
237,12,0,567,40,10,14,null,null,11,13,null
237,13,1,546,37,11,null,12,14,null,null,null
237,14,0,488,40,12,15,null,null,13,null,null
237,15,0,413,40,14,16,null,null,13,null,null
237,16,0,251,21,15,null,null,null,13,null,null
238,5,1,948,40,null,7,null,4,null,null,3
238,4,0,890,37,null,6,null,null,5,7,3
238,6,0,838,40,4,9,null,null,5,7,null
238,7,1,800,37,5,8,6,9,null,null,null
238,9,0,780,40,6,10,null,null,7,8,null
238,8,1,735,40,7,11,9,10,null,null,null
238,11,1,666,40,8,13,9,10,null,null,null
238,10,0,663,40,9,12,null,null,11,13,null
238,12,0,604,37,10,14,null,null,11,13,2
238,13,1,580,34,11,null,12,14,null,null,2
238,14,0,528,40,12,15,null,null,13,null,null
238,15,0,453,40,14,16,null,null,13,null,null
238,16,0,278,27,15,null,null,null,13,null,null
239,5,1,988,40,null,7,null,4,null,null,3
239,4,0,930,40,null,6,null,null,5,7,3
239,6,0,875,37,4,9,null,null,5,7,null
239,7,1,834,34,5,8,6,9,null,null,null
239,9,0,820,40,6,10,null,null,7,8,null
239,8,1,775,40,7,11,9,10,null,null,null
239,11,1,706,40,8,13,9,10,null,null,null
239,10,0,703,40,9,12,null,null,11,13,null
239,12,0,644,40,10,14,null,null,11,13,2
239,13,1,620,40,11,null,12,14,null,null,2
239,14,0,568,40,12,15,null,null,13,null,null
239,15,0,493,40,14,16,null,null,13,null,null
239,16,0,311,33,15,null,null,null,13,null,null
240,5,1,1025,37,null,7,null,4,null,null,3
240,4,0,970,40,null,6,null,null,5,7,3
240,6,0,915,40,4,9,null,null,5,7,null
240,7,1,874,40,5,8,6,9,null,null,null
240,9,0,860,40,6,10,null,null,7,8,null
240,8,1,812,37,7,11,9,10,null,null,null
240,11,1,746,40,8,13,9,10,null,null,null
240,10,0,740,37,9,12,null,null,11,13,null
240,12,0,684,40,10,14,null,null,11,13,null
240,13,1,660,40,11,null,12,14,null,null,2
240,14,0,608,40,12,15,null,null,13,null,2
240,15,0,533,40,14,16,null,null,13,null,null
240,16,0,350,39,15,null,null,null,13,null,null
241,5,1,1059,34,null,7,null,4,null,null,3
241,4,0,1010,40,null,6,null,null,5,7,3
241,6,0,955,40,4,9,null,null,5,7,null
241,7,1,914,40,5,8,6,9,null,null,null
241,9,0,900,40,6,10,null,null,7,8,null
241,8,1,852,40,7,11,9,10,null,null,null
241,11,1,786,40,8,13,9,10,null,null,null
241,10,0,780,40,9,12,null,null,11,13,null
241,12,0,724,40,10,14,null,null,11,13,null
241,13,1,700,40,11,null,12,14,null,null,null
241,14,0,648,40,12,15,null,null,13,null,2
241,15,0,573,40,14,16,null,null,13,null,null
241,16,0,386,36,15,null,null,null,13,null,null
242,5,1,1090,31,null,7,null,4,null,null,3
242,4,0,1047,37,null,6,null,null,5,7,3
242,6,0,995,40,4,9,null,null,5,7,null
242,7,1,951,37,5,8,6,9,null,null,null
242,9,0,940,40,6,10,null,null,7,8,null
242,8,1,892,40,7,11,9,10,null,null,null
242,11,1,823,37,8,13,9,10,null,null,null
242,10,0,820,40,9,12,null,null,11,13,null
242,12,0,764,40,10,14,null,null,11,13,null
242,13,1,737,37,11,null,12,14,null,null,null
242,14,0,688,40,12,15,null,null,13,null,null
242,15,0,613,40,14,16,null,null,13,null,2
242,16,0,426,40,15,null,null,null,13,null,null
243,5,1,1127,37,null,7,null,4,null,null,3
243,4,0,1087,40,null,6,null,null,5,7,3
243,6,0,1032,37,4,9,null,null,5,7,null
243,7,1,991,40,5,8,6,9,null,null,null
243,9,0,977,37,6,10,null,null,7,8,null
243,8,1,932,40,7,11,9,10,null,null,null
243,11,1,863,40,8,13,9,10,null,null,null
243,10,0,860,40,9,12,null,null,11,13,null
243,12,0,804,40,10,14,null,null,11,13,null
243,13,1,777,40,11,null,12,14,null,null,null
243,14,0,725,37,12,15,null,null,13,null,null
243,15,0,653,40,14,16,null,null,13,null,2
243,16,0,463,37,15,null,null,null,13,null,null
244,5,1,1167,40,null,7,null,4,null,null,3
244,4,0,1127,40,null,6,null,null,5,7,3
